plant_code,lat,lon,State
6196,34.6853,-118.7881,CA
6200,47.346111,-120.0917,WA
6202,48.732577,-121.06788,WA
6206,37.52372,-107.782786,CO
6207,37.866,-107.8831,CO
6208,39.094197,-106.352331,CO
6231,45.157552,-92.716214,WI
6280,36.658995,-93.1235,MO
6291,60.392331,-149.665603,AK
6302,55.091263,-131.544978,AK
6304,66.837778,-162.556944,AK
6359,43.913476,-111.283319,ID
6378,42.149497,-72.610949,MA
6379,42.160954,-72.507631,MA
6388,42.608042,-72.561458,MA
6393,42.905142,-110.893422,WY
6394,42.728439,-110.916592,WY
6395,43.357066,-115.451517,ID
6396,43.930462,-116.437172,ID
6397,43.537685,-116.093756,ID
6398,42.669899,-113.483175,ID
6400,46.649026,-111.727874,MT
6402,33.153358,-107.191973,NM
6403,42.121168,-122.547896,OR
6404,40.404354,-111.528446,UT
6405,40.914646,-109.421662,UT
6406,46.26678,-119.589821,WA
6407,46.618413,-120.477759,WA
6408,44.513767,-109.129588,WY
6409,42.548412,-106.717536,WY
6410,26.5575,-99.1642,TX
6413,31.060893,-94.1062,TX
6414,31.8694,-97.3667,TX
6415,34.138779,-94.684498,OK
6416,33.8181,-96.5692,TX
6417,36.0972,-85.8274,TN
6418,36.3208,-87.2219,TN
6419,35.3069,-95.3572,OK
6421,43.280611,-122.40248,OR
6422,45.487869,-111.633807,MT
6424,47.8347,-120.0133,WA
6430,47.4193,-121.781858,WA
6431,48.698056,-121.208611,WA
6432,48.713853,-121.131736,WA
6433,48.987111,-117.347847,WA
6438,35.27127,-83.676016,NC
6440,34.79782,-87.62537,AL
6449,34.1548,-117.9093,CA
6450,43.662775,-73.034023,VT
6451,44.0525,-73.1762,VT
6456,43.6262,-73.3073,NY
6459,48.0592,-114.0708,MT
6475,44.489997,-73.169312,VT
6479,34.590183,-118.454676,CA
6480,34.534337,-118.525113,CA
6483,44.2603,-72.0592,NH
6484,44.062326,-121.313331,OR
6486,44.6967,-73.6122,NY
6505,45.122009,-122.06987,OR
6506,48.7339,-116.1752,ID
6513,39.2851,-119.5933,NV
6517,34.7981,-82.8872,SC
6519,44.1664,-73.2575,VT
6520,44.38126,-72.76769,VT
6521,39.4625,-119.0667,NV
6522,41.0006,-75.0314,NJ
6526,44.5236,-73.4617,NY
6527,43.318906,-73.920785,NY
6529,42.87084,-72.92732,VT
6531,39.3125,-119.585,NV
6532,39.3022,-119.5604,NV
6537,40.584985,-111.800605,UT
6543,39.493056,-77.826944,WV
6544,39.605,-77.923055,WV
6546,39.273056,-77.784444,WV
6552,44.4146,-122.6712,OR
6560,38.1944,-81.3706,WV
6561,38.2526,-81.5695,WV
6562,38.5274,-81.91392,WV
6580,55.37975,-131.470269,AK
6581,55.381402,-131.517758,AK
6595,31.173484,-93.565877,TX
6612,38.86429,-120.444335,CA
6618,44.933611,-73.051111,VT
6623,48.0122,-106.4123,MT
6624,42.848829,-97.481479,NE
6636,39.720278,-79.856111,PA
6644,33.8553,-117.4537,CA
6645,34.5148,-118.6092,CA
6646,34.1275,-117.7958,CA
6789,33.4261,-79.93,SC
7012,43.468679,-112.062499,ID
7015,39.544108,-111.418727,UT
7034,41.743728,-111.783169,UT
7040,35.351361,-94.294349,AR
7042,60.612822,-145.679411,AK
7051,44.309693,-72.575305,VT
7056,44.359381,-72.81673,VT
7066,39.470447,-120.10455,CA
7072,34.307444,-117.323548,CA
7079,42.766397,-114.908236,ID
7113,47.159553,-119.896306,WA
7115,46.5628,-87.5686,MI
7116,46.5717,-87.4764,MI
7118,46.3156,-87.5128,MI
7125,35.0075,-82.9975,SC
7127,47.385072,-123.605225,WA
7128,40.432915,-78.002887,PA
7129,39.528749,-121.546359,CA
7132,41.254331,-111.848525,UT
7135,35.127591,-92.790273,AR
7147,34.088019,-117.039539,CA
7151,39.586864,-122.533248,CA
7164,33.8447,-112.2714,AZ
7166,34.7956,-92.3569,AR
7168,55.116879,-131.545879,AK
7179,34.168264,-114.277356,AZ
7183,59.899054,-154.698735,AK
7189,40.597617,-122.538683,CA
7190,42.526786,-114.036889,ID
7191,33.989153,-83.498448,GA
7229,39.814905,-122.332335,CA
7233,38.973655,-104.901141,CO
7246,33.986501,-91.315788,AR
7259,46.7844,-122.7197,WA
7317,44.508169,-109.170661,WY
7338,39.889287,-121.279173,CA
7367,59.77862,-150.94015,AK
7368,38.752,-122.7195,CA
7369,38.7492,-122.7117,CA
7372,37.57522,-108.574002,CO
7373,37.429538,-108.574871,CO
7381,42.8625,-72.9628,VT
7427,46.4661,-122.1097,WA
7431,45.614375,-121.136885,OR
7458,39.363056,-106.821944,CO
7474,41.787115,-89.677526,IL
7489,39.197222,-123.185556,CA
7501,42.4789,-71.9,MA
7507,39.53,-121.095833,CA
7508,45.081111,-121.886611,OR
7511,45.940034,-119.299078,WA
7526,38.116415,-121.769031,CA
7541,44.512699,-109.129878,WY
7545,36.6994,-96.9278,OK
7548,41.297229,-111.588849,UT
7583,44.3083,-75.3083,NY
7588,47.9084,-121.8144,WA
7593,36.592775,-106.73213,NM
7594,39.1192,-81.7375,WV
7646,38.513056,-122.104444,CA
7657,41.237206,-84.399756,OH
7751,59.5357,-135.2123,AK
7752,55.476472,-133.14772,AK
7789,36.239886,-106.423043,NM
7807,39.4128,-84.5558,OH
7820,45.7881,-88.0408,MI
7821,45.7883,-88.0415,MI
7822,44.274582,-88.319074,WI
7855,46.895,-96.7347,MN
7862,60.588686,-145.604539,AK
7886,44.6694,-87.6333,WI
7907,36.8326,-119.327,CA
7927,36.120994,-84.338733,TN
7936,46.0958,-119.0964,WA
7942,33.6808,-117.0698,CA
7965,40.9044,-96.6231,NE
7966,43.034722,-94.140556,IA
7974,43.848529,-99.24757,SD
8004,42.685681,-72.977634,MA
8005,42.6839,-72.9599,MA
8223,34.3186,-109.1639,AZ
8225,41.8389,-79.0056,PA
8902,36.01551,-114.738006,AZ
9095,47.653611,-117.420556,WA
9096,47.654444,-117.418889,WA
9864,42.2,-72.61,MA
10014,43.528,-116.0583,ID
10018,39.753999,-118.953497,NV
10025,43.1989,-77.6319,NY
10036,43.11391,-71.894001,NH
10063,41.324308,-73.102111,CT
10066,44.5467,-69.6292,ME
10070,39.4588,-105.0657,CO
10081,39.4326,-105.1263,CO
10109,43.446107,-71.644646,NH
10116,44.296544,-75.36645,NY
10121,33.816547,-83.504932,GA
10124,44.296453,-75.336142,NY
10128,40.37,-123.4347,CA
10137,43.6411,-72.4061,VT
10138,45.206341,-109.1652,MT
10139,35.64414,-118.48199,CA
10140,44.027444,-112.719439,ID
10152,40.540042,-78.034628,PA
10155,37.220833,-77.524504,VA
10162,33.934725,-116.640548,CA
10173,35.0642,-81.5458,SC
10181,35.6497,-82.5992,NC
10183,42.750278,-71.505278,NH
10186,44.7975,-69.8867,ME
10191,35.060556,-118.389722,CA
10196,43.610664,-75.341325,NY
10197,44.158611,-75.708778,NY
10214,44.6694,-73.5075,NY
10218,43.4833,-73.7986,NY
10219,43.098711,-73.525271,NY
10220,44.685589,-75.002868,NY
10221,42.781779,-73.696096,NY
10222,36.058635,-118.924097,CA
10237,44.151944,-75.321725,NY
10238,43.090635,-74.766961,NY
10253,39.565677,-120.581684,CA
10255,45.2497,-68.6483,ME
10258,35.9483,-79.3244,NC
10279,38.974022,-95.235078,KS
10282,40.646733,-123.498008,CA
10285,40.733545,-80.314795,PA
10286,42.451922,-76.485092,NY
10287,40.5547,-116.6175,NV
10296,42.4937,-114.3102,ID
10323,45.66523,-121.523761,OR
10324,45.66764,-121.548455,OR
10325,42.260844,-111.665589,ID
10412,21.936075,-159.528581,HI
10413,22.196292,-159.556142,HI
10421,39.6208,-106.0662,CO
10422,40.035,-106.2053,CO
10423,39.4616,-105.677,CO
10424,39.9456,-105.3565,CO
10446,35.033,-117.338,CA
10453,45.888333,-91.076944,WI
10458,40.976389,-121.255833,CA
10467,42.787575,-73.691676,NY
10479,37.6455,-118.9096,CA
10480,37.6451,-118.9143,CA
10481,37.6464,-118.9092,CA
10487,48.608054,-93.404313,MN
10493,44.5486,-70.6283,ME
10494,44.9108,-72.9736,VT
10520,41.387792,-88.789656,IL
10523,44.580175,-69.55452,ME
10526,44.2081,-72.0581,NH
10530,43.289874,-73.665834,NY
10531,43.9767,-75.9072,NY
10538,44.003984,-76.041277,NY
10539,44.21742,-75.795173,NY
10540,43.978626,-75.886102,NY
10544,44.311681,-75.444992,NY
10545,43.899745,-75.660268,NY
10546,40.744105,-80.317839,PA
10547,44.522043,-75.188108,NY
10550,35.394254,-81.201002,NC
10555,45.6603,-69.812168,ME
10556,42.652454,-71.322383,MA
10570,44.786648,-71.12433,NH
10586,35.075,-118.3158,CA
10597,35.0697,-118.3167,CA
10608,44.4122,-71.7228,VT
10613,45.1554,-67.4012,ME
10631,33.1779,-115.565,CA
10632,33.1646,-115.616,CA
10634,33.1777,-115.6033,CA
10656,41.8203,-86.2592,MI
10686,47.234825,-93.537169,MN
10687,43.591246,-75.344207,NY
10694,42.668889,-71.575556,MA
10706,40.8579,-121.7225,CA
10707,40.8713,-121.9487,CA
10708,40.7576,-121.4145,CA
10709,40.4579,-121.8427,CA
10718,33.92194,-116.56222,CA
10728,44.0867,-70.2297,ME
10735,43.561001,-116.121269,ID
10737,42.50136,-120.98944,OR
10740,43.2547,-114.3569,ID
10752,43.849029,-73.420701,NY
10753,43.843869,-73.431207,NY
10759,33.158153,-115.638656,CA
10763,32.7757,-115.2637,CA
10781,42.945664,-114.795698,ID
10787,34.702021,-82.462102,SC
10798,36.715103,-80.985621,VA
10799,34.642371,-82.45444,SC
10800,34.616522,-82.447913,SC
10801,34.404006,-82.233581,SC
10806,42.622513,-114.50093,ID
10807,42.836046,-114.267952,ID
10808,42.47711,-114.380118,ID
10809,42.620724,-114.531489,ID
10817,43.583611,-75.339167,NY
10824,42.38697,-71.802462,MA
10825,42.40439,-71.687218,MA
10848,41.55998,-74.195154,NY
10853,43.096677,-73.460172,NY
10873,36.0372,-117.7981,CA
10874,36.0192,-117.7917,CA
10875,36.0019,-117.7886,CA
10878,33.158,-115.6475,CA
10879,33.1589,-115.6455,CA
10880,40.8014,-121.4481,CA
10881,40.882061,-121.948353,CA
10882,40.874144,-121.920428,CA
10902,42.9197,-76.5477,NY
10903,41.5697,-88.0789,IL
50010,38.1483,-81.2147,WV
50011,38.1478,-81.1753,WV
50034,42.9044,-73.5625,NY
50036,39.6672,-80.8642,WV
50037,35.43,-118.8222,CA
50047,44.503704,-70.220971,ME
50066,38.7879,-122.7434,CA
50079,42.502473,-74.98356,NY
50080,44.477807,-70.200759,ME
50081,44.503431,-70.249137,ME
50082,44.470511,-70.187333,ME
50091,48.947741,-117.795376,WA
50093,44.909915,-74.085798,NY
50103,43.128712,-71.459866,NH
50123,42.712356,-73.957324,NY
50126,43.5933,-72.3506,VT
50129,39.0788,-122.535556,CA
50156,40.534454,-121.959109,CA
50175,36.696,-77.56,VA
50176,44.510739,-73.913079,NY
50177,42.014467,-71.5444,RI
50178,36.7817,-78.9236,VA
50179,41.2792,-122.3292,CA
50180,40.63722,-121.92805,CA
50190,44.8867,-89.6272,WI
50206,37.377715,-107.578745,CO
50210,33.1633,-115.6167,CA
50218,37.860653,-120.879153,CA
50219,37.830378,-120.806972,CA
50223,41.028893,-121.892351,CA
50228,47.7197,-122.9431,WA
50233,34.124171,-117.805091,CA
50261,39.463569,-119.065227,NV
50267,39.067347,-108.592791,CO
50268,44.705167,-75.007933,NY
50269,44.714518,-74.996581,NY
50278,43.994729,-70.061921,ME
50280,43.1033,-73.5369,NY
50281,33.926111,-116.615,CA
50312,43.130362,-71.453632,NH
50315,44.9318,-74.1125,NY
50322,37.056803,-119.899706,CA
50324,43.59,-71.73295,NH
50333,21.9178,-159.6294,HI
50350,39.869284,-121.631865,CA
50351,43.27456,-71.604027,NH
50352,35.798576,-120.883331,CA
50353,43.285761,-71.594962,NH
50354,43.1853,-75.0169,NY
50360,43.771896,-117.155023,OR
50361,43.641603,-117.24374,OR
50362,43.642023,-117.232674,OR
50375,34.2619,-118.6242,CA
50380,47.6822,-117.3319,WA
50382,46.088333,-118.254722,WA
50384,43.0168,-71.5679,NH
50393,36.997694,-119.703451,CA
50395,44.3142,-89.8964,WI
50400,38.1861,-120.15,CA
50408,45.1058,-87.6514,WI
50409,45.1069,-87.6378,MI
50414,43.283208,-71.600827,NH
50416,43.98,-75.6131,NY
50421,46.596413,-120.677489,WA
50423,46.692628,-120.737194,WA
50433,42.950642,-85.485944,MI
50435,39.252672,-106.374808,CO
50436,42.909408,-85.49888,MI
50437,42.214264,-83.440692,MI
50439,44.8719,-88.1439,WI
50447,43.684857,-70.353152,ME
50461,45.637537,-84.481387,MI
50476,45.4431,-89.7342,WI
50479,37.534,-79.357,VA
50492,32.679172,-117.246698,CA
50512,44.000608,-75.961156,NY
50513,43.897386,-75.04,NY
50514,43.160868,-73.584076,NY
50532,35.0686,-118.3833,CA
50539,44.1706,-72.0994,VT
50545,42.6994,-71.1653,MA
50546,39.448352,-120.653417,CA
50552,33.914986,-116.71026,CA
50553,33.881667,-116.460278,CA
50614,44.7881,-89.6917,WI
50636,46.3758,-94.1817,MN
50639,46.7243,-92.4298,MN
50652,43.618874,-75.30546,NY
50654,39.37,-119.766944,NV
50688,44.221796,-69.785675,ME
50690,33.934,-116.5781,CA
50699,45.1868,-68.4649,ME
50702,43.226977,-70.810888,ME
50704,43.251111,-70.840833,NH
50713,44.0703,-73.1961,VT
50718,42.954384,-114.462563,ID
50741,44.632842,-71.24742,NH
50754,35.043889,-118.276388,CA
50755,38.149582,-120.814942,CA
50758,43.957448,-70.024158,ME
50759,43.98289,-75.620583,NY
50765,39.547537,-118.555613,NV
50766,32.8156,-115.2568,CA
50768,43.442468,-75.215946,NY
50821,35.045,-118.2642,CA
50827,47.444554,-121.687812,WA
50832,42.159595,-72.58279,MA
50891,45.217784,-116.31577,ID
50892,38.78342,-120.778506,CA
50893,40.682875,-79.665298,PA
50894,40.716389,-79.577222,PA
50895,42.560876,-114.057461,ID
50896,42.586701,-114.067537,ID
50897,40.896596,-79.478982,PA
50898,40.955961,-79.550681,PA
50917,45.480701,-121.59984,OR
50933,45.6394,-89.4205,WI
50938,42.8489,-123.1778,OR
50961,40.976859,-122.456251,CA
50964,40.300833,-120.105,CA
50972,42.625972,-112.149344,ID
50980,44.033022,-121.3297,OR
50987,42.632483,-114.538769,ID
50999,44.9439,-70.9975,ME
51033,41.859601,-74.510259,NY
51034,43.040335,-74.850621,NY
52015,39.9663,-117.8557,NV
52028,19.478976,-154.888362,HI
52036,39.801637,-79.368214,PA
52039,37.1854,-113.3583,UT
52049,34.9953,-81.8344,SC
52058,44.704089,-75.487049,NY
52068,40.915319,-74.180986,NJ
52142,35.0506,-118.2572,CA
52155,44.597518,-122.685441,OR
52158,38.8339,-122.881,CA
52162,35.095797,-118.324772,CA
52163,35.102577,-118.332533,CA
52166,42.1569,-72.4227,MA
52171,44.08687,-70.229294,ME
52173,40.46439,-79.365703,PA
52187,44.396815,-122.350246,OR
54006,46.12061,-111.407656,MT
54017,34.204311,-117.855714,CA
54103,44.3364,-89.8672,WI
54111,32.7144,-115.5356,CA
54123,44.111236,-70.390673,ME
54124,44.721371,-69.411992,ME
54134,45.647179,-68.704368,ME
54142,39.6419,-104.9138,CO
54148,44.563031,-69.619162,ME
54249,48.959547,-116.557375,ID
54251,44.49004,-121.298812,OR
54261,38.722141,-123.011188,CA
54267,48.680178,-121.723294,WA
54283,35.484488,-94.392858,AR
54285,44.760249,-92.867743,MN
54298,35.0583,-118.3417,CA
54299,35.075,-118.3417,CA
54300,35.0583,-118.3083,CA
54302,41.988611,-73.0194,CT
54306,42.628889,-114.174722,ID
54308,40.199822,-123.523145,CA
54322,33.487881,-81.99252,GA
54340,45.1025,-83.5189,MI
54341,45.0933,-83.5025,MI
54342,45.0717,-83.4381,MI
54343,36.4156,-119.0069,CA
54355,44.49,-73.1875,VT
54384,43.1897,-71.7483,NH
54385,41.3686,-73.0856,CT
54386,43.425228,-114.025597,ID
54387,47.43348,-121.6483,WA
54391,44.519153,-73.464752,NY
54394,44.027444,-112.719439,ID
54395,42.937465,-73.654393,NY
54418,43.236111,-70.817222,NH
54453,38.1167,-121.8333,CA
54454,33.918395,-116.573906,CA
54462,33.477027,-81.982732,GA
54471,43.633373,-72.317162,NH
54514,42.69984,-114.822603,ID
54524,43.904085,-116.244193,ID
54525,41.1128,-87.8681,IL
54548,43.980806,-75.624677,NY
54554,38.3914,-120.0008,CA
54555,38.144636,-120.380497,CA
54558,42.6051,-114.093,ID
54569,39.909424,-74.178041,NJ
54572,43.473238,-71.533623,NH
54573,41.598395,-73.922036,NY
54580,43.2469,-73.8281,NY
54639,44.3889,-71.1645,NH
54647,35.05,-118.2572,CA
54654,40.0941,-123.508983,CA
54655,36.576778,-79.432503,VA
54665,39.395603,-119.746762,NV
54666,39.394444,-119.7475,NV
54668,44.0597,-111.3535,ID
54674,46.383828,-115.949338,ID
54675,35.1103,-81.9675,SC
54678,31.088011,-91.618853,LA
54679,40.0111,-105.3347,CO
54680,40.0111,-105.3347,CO
54689,32.7146,-115.518,CA
54721,44.724242,-121.247729,OR
54724,32.7881,-115.2481,CA
54729,40.106269,-108.711161,CO
54750,35.0663,-118.339444,CA
54772,43.304413,-73.63993,NY
54793,42.6878,-95.405,IA
54801,36.423715,-79.952494,NC
54812,42.740139,-114.161173,ID
54827,19.712994,-155.14857,HI
54860,47.549652,-121.710517,WA
54865,43.227058,-76.302137,NY
54878,44.336358,-75.50274,NY
54894,35.4189,-80.0917,NC
54895,35.3944,-80.0753,NC
54896,35.6008,-80.2339,NC
54897,35.4856,-80.1758,NC
54898,35.4475,-83.863889,NC
54899,35.4478,-83.9383,NC
54900,35.4923,-83.9806,TN
54901,35.5453,-84.0503,TN
54909,35.1061,-118.3114,CA
54931,35.074,-118.3153,CA
54953,43.2958,-73.5956,NY
54969,41.845306,-89.481286,IL
54979,32.2075,-101.388333,TX
54996,33.157,-115.6386,CA
55009,40.846806,-121.956446,CA
55125,45.936157,-118.65999,OR
55208,44.2917,-96.375,MN
55265,44.129369,-96.116971,MN
55287,42.8417,-95.405,IA
55288,45.6072,-68.5453,ME
55342,43.985833,-96.078611,MN
55353,44.39956,-96.428367,MN
55354,44.421711,-96.434694,MN
55368,42.678819,-78.243792,NY
55396,33.9014,-116.7167,CA
55560,46.06,-118.917,WA
55561,44.42,-96.4347,MN
55562,44.4289,-96.4358,MN
55563,44.4231,-96.4458,MN
55564,44.4278,-96.43,MN
55565,44.4233,-96.4411,MN
55566,44.4131,-96.4325,MN
55567,44.2081,-96.1989,MN
55568,44.2258,-96.2789,MN
55569,44.2358,-96.2383,MN
55570,44.2364,-96.2331,MN
55571,44.2128,-96.2131,MN
55572,44.2275,-96.2192,MN
55573,44.2253,-96.235,MN
55574,44.2297,-96.225,MN
55576,47.0053,-96.4356,MN
55579,35.4677,-101.2533,TX
55581,31.2092,-102.2417,TX
55607,41.6283,-106.2013,WY
55684,45.8683,-90.5844,WI
55685,45.913526,-90.44746,WI
55734,37.613256,-100.378197,KS
55739,45.2766,-120.2794,OR
55740,41.7172,-106.1077,WY
55741,40.945911,-103.162028,CO
55742,42.9625,-90.386667,WI
55747,30.931467,-102.201433,TX
55769,42.894722,-75.451666,NY
55782,43.754739,-95.853447,MN
55790,42.988989,-75.762536,NY
55795,30.9514,-102.414067,TX
55796,30.9514,-102.414067,TX
55803,39.979167,-79.012778,PA
55804,43.3833,-93.4167,IA
55805,39.913408,-79.393644,PA
55809,44.0119,-96.1125,MN
55816,43.047222,-93.4775,IA
55860,41.798656,-71.886759,CT
55864,20.8886,-156.3569,HI
55871,45.5563,-120.5507,OR
55931,39.991311,-105.50003,CO
55944,45.7644,-84.7381,MI
55968,32.4301,-100.235652,TX
55983,33.1533,-115.6384,CA
55984,33.1669,-115.5114,CA
55986,39.1828,-79.5372,WV
55989,46.01279,-118.816246,OR
55991,39.796032,-119.010013,NV
55992,30.9178,-102.0867,TX
55995,48.021271,-101.280517,ND
56001,41.5533,-75.4542,PA
56002,43.5564,-96.303611,MN
56010,43.052758,-93.629956,IA
56011,33.9172,-116.735,CA
56012,33.925,-116.617778,CA
56052,39.790739,-79.002047,PA
56054,43.978486,-92.851078,MN
56075,38.1381,-121.8053,CA
56081,34.850781,-98.577311,OK
56092,44.5492,-99.5,SD
56093,41.2874,-110.5556,WY
56094,36.603967,-99.340047,OK
56097,34.63566,-104.04733,NM
56099,46.327169,-98.898356,ND
56111,32.94793,-101.147784,TX
56112,33.9141,-116.5914,CA
56125,34.2253,-119.0858,CA
56160,41.7194,-89.0492,IL
56162,42.4489,-99.8917,NE
56172,43.3897,-95.2997,IA
56173,37.7033,-102.6231,CO
56174,44.0667,-96.0667,MN
56195,45.943,-118.591,OR
56199,43.9897,-96.2236,MN
56200,43.9931,-96.2186,MN
56201,43.984444,-96.219444,MN
56202,43.980278,-96.223333,MN
56203,43.988611,-96.215556,MN
56204,44.0364,-96.0736,MN
56205,44.0236,-96.0789,MN
56206,44.0197,-96.1183,MN
56207,43.651389,-95.368611,MN
56208,43.651389,-95.3825,MN
56209,44.05,-96.0933,MN
56210,43.651389,-95.3755,MN
56211,32.3606,-100.3389,TX
56212,32.3472,-100.3703,TX
56215,43.4,-95.6333,IA
56225,36.4725,-101.3278,TX
56226,41.3786,-83.7383,OH
56228,34.6584,-112.4008,AZ
56240,32.311556,-100.061589,TX
56251,42.5539,-95.3283,IA
56252,42.5644,-93.6369,IA
56255,46.4211,-117.8331,WA
56265,55.563333,-132.891111,AK
56270,32.303889,-100.021667,TX
56271,37.763653,-121.614392,CA
56273,35.5094,-98.7346,OK
56275,35.0925,-118.3952,CA
56290,43.7853,-75.5753,NY
56291,32.214024,-100.05712,TX
56293,34.980556,-103.353889,NM
56295,32.705556,-116.3425,CA
56296,43.7938,-94.8499,MN
56297,41.25,-89.5708,IL
56299,41.235278,-75.753056,PA
56300,39.382222,-74.4475,NJ
56301,43.4195,-111.8294,ID
56302,35.06094,-118.292406,CA
56303,37.5797,-96.5503,KS
56304,33.9716,-103.8604,NM
56307,43.554778,-92.724139,MN
56308,42.858056,-114.949444,ID
56311,32.290833,-100.4219,TX
56317,42.099417,-113.38245,ID
56320,40.983,-102.9647,CO
56321,39.390843,-119.754593,NV
56322,47.036269,-120.206494,WA
56333,38.21921,-80.89061,WV
56335,34.8661,-98.6056,OK
56336,34.8147,-105.0108,NM
56337,32.3122,-100.5303,TX
56338,40.4792,-88.7989,IL
56347,43.692647,-88.329742,WI
56351,37.8641,-99.7528,KS
56355,42.630513,-93.206389,IA
56357,47.1167,-100.7333,ND
56359,45.571,-120.593,OR
56360,45.652457,-120.209783,OR
56361,45.8877,-120.2896,WA
56362,38.12,-121.85,CA
56369,39.85,-79.138,PA
56371,40.8944,-104.0206,CO
56372,32.236944,-100.4833,TX
56376,39.6189,-90.8461,IL
56377,46.5725,-109.7531,MT
56378,18.9742,-155.6914,HI
56379,42.1169,-95.1292,IA
56380,36.637733,-99.601869,OK
56383,43.3608,-93.2978,IA
56386,43.3597,-93.3208,IA
56391,43.8794,-88.2708,WI
56392,47.152847,-101.197716,ND
56394,32.039,-101.22,TX
56395,32.6256,-99.4928,TX
56399,43.233,-72.1455,NH
56405,35.799798,-114.98173,NV
56408,41.3017,-89.6236,IL
56409,44.0256,-96.4303,MN
56410,44.0247,-96.4369,MN
56411,44.015,-96.4367,MN
56412,44.0211,-96.4406,MN
56413,44.0208,-96.4331,MN
56416,43.7092,-82.9633,MI
56424,43.61407,-92.59882,MN
56432,35.291944,-102.303056,TX
56433,35.248006,-118.175356,CA
56434,42.490341,-113.926605,ID
56435,42.436804,-113.925536,ID
56437,42.460629,-114.017297,ID
56439,42.840556,-114.989722,ID
56440,42.7975,-114.998611,ID
56441,42.681944,-114.989167,ID
56442,42.870278,-114.967778,ID
56443,42.836854,-114.969342,ID
56446,37.805,-121.6672,CA
56448,46.54422,-67.8111,ME
56449,20.81421,-156.551,HI
56450,41.643611,-89.173056,IL
56451,40.383889,-78.579444,PA
56457,32.92544,-101.219397,TX
56459,44.2667,-96.3444,SD
56460,37.6735,-102.8622,CO
56466,46.3747,-117.7772,WA
56468,45.5836,-120.5042,OR
56470,40.855,-76.1292,PA
56479,31.991442,-101.302637,TX
56481,37.690304,-105.880501,CO
56483,32.5144,-99.6564,TX
56484,32.318221,-100.176986,TX
56485,45.653745,-120.603414,OR
56487,45.815467,-120.341883,WA
56488,38.879936,-98.160159,KS
56493,36.127092,-84.344168,TN
56494,43.6861,-92.6272,MN
56495,39.2175,-79.2094,WV
56498,43.460012,-116.47254,ID
56499,48.318,-111.1018,MT
56500,39.5603,-119.5108,NV
56501,42.5842,-94.7467,IA
56506,32.7204,-100.9952,TX
56536,40.4535,-95.4683,MO
56537,40.2572,-94.6722,MO
56538,40.4144,-95.54,MO
56540,39.373189,-119.764507,NV
56541,39.388722,-119.748908,NV
56542,59.4072,-135.3408,AK
56543,43.9358,-95.9222,MN
56544,43.9578,-95.1306,MN
56555,40.1006,-94.4869,MO
56560,36.4144,-101.3864,TX
56561,36.4453,-101.8761,TX
56562,36.4669,-101.8222,TX
56563,40.986,-103.436,CO
56568,36.260278,-115.0544,NV
56570,35.1161,-118.3789,CA
56573,47.152847,-101.197716,ND
56575,42.8167,-78.8675,NY
56577,44.1508,-96.1361,MN
56580,43.6558,-94.1536,MN
56581,43.6558,-94.1564,MN
56586,43.5811,-95.78,MN
56587,43.5833,-95.7781,MN
56588,43.586111,-95.776111,MN
56589,43.581111,-95.775833,MN
56590,43.586111,-95.780278,MN
56591,47.4983,-111.4392,MT
56592,32.3983,-100.6481,TX
56593,32.4694,-100.6664,TX
56594,42.9086,-75.5697,NY
56605,48.63,-98.315,ND
56607,47.933621,-101.269189,ND
56608,43.886389,-98.7875,SD
56613,40.941,-103.259,CO
56614,40.4792,-88.7989,IL
56617,43.852778,-96.018333,MN
56618,44.8914,-74.0061,NY
56619,44.8914,-74.0061,NY
56620,42.5367,-78.3047,NY
56621,36.640278,-99.500556,OK
56622,41.2294,-89.5572,IL
56623,45.085221,-117.816273,OR
56626,43.6181,-95.4172,MN
56630,47.5747,-92.5917,MN
56633,42.5456,-77.4967,NY
56634,42.45,-77.52,NY
56635,43.83,-83.2064,MI
56636,43.0272,-115.4656,ID
56637,43.0536,-115.4803,ID
56638,32.2878,-100.1,TX
56640,41.090583,-89.639811,IL
56644,32.2353,-101.8367,TX
56645,43.4303,-95.4167,IA
56647,43.400278,-88.481111,WI
56648,35.3919,-101.53,TX
56649,32.4081,-100.1286,TX
56650,44.0025,-98.590833,SD
56651,40.4381,-78.5436,PA
56654,40.8981,-121.8036,CA
56659,43.663056,-82.746944,MI
56661,27.0011,-97.5994,TX
56666,45.781825,-120.521151,WA
56669,45.959325,-98.946325,ND
56670,48.083625,-100.9215,ND
56673,34.105,-101.0986,TX
56677,43.0003,-92.62,IA
56679,40.695,-87.4886,IN
56694,46.7392,-119.1122,WA
56695,47.5025,-119.2917,WA
56696,46.378381,-119.254522,WA
56697,46.378469,-119.254443,WA
56698,47.6164,-119.2992,WA
56699,40.0853,-78.8633,PA
56700,39.8794,-78.9183,PA
56702,45.8797,-120.8072,WA
56703,43.61863,-75.358577,NY
56704,43.612619,-75.339072,NY
56705,43.614218,-75.332705,NY
56750,44.057778,-95.2525,MN
56751,40.071389,-111.582222,UT
56752,41.288056,-110.480741,WY
56753,41.263889,-110.544444,WY
56754,31.951944,-100.791389,TX
56755,43.8953,-94.9142,MN
56763,31.951958,-101.018936,TX
56764,43.315,-93.77,IA
56765,43.393,-93.091,IA
56767,40.575,-95.5228,MO
56768,36.7575,-120.3658,CA
